payer,receiver,amount
185531,22813,44333.73
29318,1166315,28639.87
275606,1112075,38111.86
527424,1061975,29171.46
614543,1177685,66255.66
332945,309460,25353.8
236558,256229,30628.06
565791,1221717,32757
250327,11711,53827.32
208047,1299952,32040.24
557340,171559,28615.97
113064,1140122,30371.16
16242,295130,76606.65
168396,1034824,51570.42
42162,1263799,70652.88
209375,1054886,80155.61
708434,1000618,117770.3
21736,1209838,30751.82
4837,1543382,43705.47
250879,199845,42995.24
133990,341924,27074.93
200229,957803,75088.3
321619,1154984,29124.12
218455,967003,78780.99
180440,172049,72742.66
1404719,1142864,70456.38
110183,963212,25838
670968,146225,30983.79
110998,170812,30915.76
950504,1147056,34059.16
29318,190198,73395.32
67260,1234256,29513.52
684934,455427,27328.39
226052,1123850,27896.24
159996,972958,23985.72
232484,1121361,35697.62
225272,174283,65715
236353,1439285,53564.1
1316701,1039132,82037.39
116913,228774,79659.61
1513883,224086,27591.74
11461,996907,28905.82
87859,1157954,64846.16
67927,261953,104743.29
207834,237580,35243.41
218443,1127969,54672.25
247766,172126,63819.44
222728,107141,26485.87
94876,1050976,77526.24
203818,175635,38146.12
1036985,454917,27334
90053,12155,29534.91
131047,946193,72076.39
203237,571335,52195.15
143684,196831,86473.49
219353,1104547,83365.75
125503,963184,33001.37
123227,1070258,31487.82
390333,304610,82925.28
220797,663676,25138.04
64035,1216691,74991.64
46339,191940,92432.36
57357,1326806,44645.19
166500,236818,85328.77
162475,1139656,35628.25
511628,1315505,25244.76
275606,1362463,35211.55
163507,1136365,33616.04
256229,1232045,29178.92
115887,1101689,103880.23
4837,184826,53308.8
208355,295130,29412.47
533925,1372208,25122.22
231747,1374024,65080.06
126161,1394092,40144.79
34739,29352,79200.38
217593,794252,32147.79
13370,44761,35529.43
41535,1021805,29464.09
127006,1001173,30850.52
623864,1555316,45998.18
116913,1160753,89125.51
241514,484778,24815.32
11248,105665,66262.1
458663,1013337,79122.74
54143,263689,54922.1
171845,184962,33020.91
517880,1090819,59238.02
143386,1055047,29044.85
221992,1512252,34298.22
157426,1543382,72841.77
8369,1326952,27656.88
50349,996164,30716.86
675086,39245,34025.72
385538,212625,34784.48
149422,106338,54874.55
225272,402232,33975.25
59255,1465467,33037.41
124010,1163343,28613.58
66570,1294265,33992.38
253625,1367172,59771.02
207005,633675,65495.18
14589,319591,60106.19
109054,597523,77645.79
155589,181041,30777.89
899910,1030981,23807.77
177038,1130230,86158.67
656825,454917,98936.87
170513,232239,54736.85
15701,122606,31525.47
32266,1370493,35347.1
185692,1039132,28921.73
95162,90560,56359.42
94111,1212178,29821.21
144479,1482833,27274.33
779788,1321237,25871.03
39609,1104781,39471.9
241112,212760,30692.58
140734,1374024,34165.09
42688,873433,30248.59
124442,1324946,33053.1
1553354,60743,24493.23
349738,185585,27334.9
32844,1378720,27139.23
46773,1080817,31187.43
107450,462730,28705.53
765718,1528313,29489.22
49588,992634,29539.61
155973,236441,78806.59
112828,157484,32002.73
219300,946353,28702.54
49616,1101689,32479.62
234687,135295,67055.4
205496,44761,66247.31
55651,167498,68024.27
9893,1455776,34831.61
417829,1077154,79583.39
533925,1334178,28626.66
899910,462730,62563.41
64156,1543382,66102.77
161835,87552,24237.8
62303,701839,73359.98
349679,128568,26534.64
260431,1234089,29335.88
94111,478178,96657.64
47164,1026061,68526.62
565894,5245,47325.2
167464,179225,57399.5
222459,1285481,39209.33
192727,92768,25830.41
123227,180086,58936.17
172110,1000095,66203.09
223836,1263896,39017.95
159348,189619,37764.72
251417,1407264,32834.85
3505,1163656,54709.86
229410,1277367,29980.63
87859,946875,36532.09
112073,314214,29080.95
493952,314214,38522.43
124702,642766,35658.47
70832,141346,35868.95
6245,181041,36200.85
184672,230182,55114.71
107701,987561,55222.24
321052,1050650,24489.09
162685,228811,21551.86
171281,484778,26013.75
114381,124757,35227.98
749248,976765,30628.57
450796,937807,26448.61
36298,247766,49150.24
93239,588562,27510.48
36275,1402941,32295.53
55471,101754,34390.02
26895,74388,22189.2
190329,4986,56633.84
167464,995603,34492.16
537223,967953,50518.47
170879,1098647,31025.63
163343,122755,29955.82
124121,32553,62689.88
269223,178609,26371.37
215906,54873,31247.47
75010,1253163,81016.39
42008,1158386,58864.34
126098,1127969,23260.97
50838,1101823,26880.26
108258,34739,91598.16
114399,1443231,58361.99
706706,1517992,28179.11
117280,742917,39902.81
29199,981655,81136.97
166833,1503203,96717.92
202565,204935,70355.55
237052,1062688,107221.3
62331,1091850,72592.26
89178,1097961,25714.73
302937,94539,21862.12
909204,447248,28388.31
30739,957016,74640.41
12272,981612,28230.69
859130,1139656,35609.87
186652,90232,82008.25
232533,458777,62562.69
83554,991156,33052.82
669321,946071,31686.76
16956,1317451,79420.34
571512,166981,34215.33
227896,116640,84667.59
2412,1065678,39687.78
42553,1557960,30238.4
4635,1266208,70225.97
111123,71279,29706.19
200610,708102,33599.37
120830,137048,39025.7
756522,1298105,28843.47
182681,67565,20530.28
137048,96843,31064.59
181681,1014096,28532.64
109391,609866,68500.76
12128,1027361,65024.06
44605,1394092,80949.05
66814,1274880,33672.34
28029,947540,62703.22
495091,124757,35466.02
218443,115715,25835.68
338521,270844,66094.61
107418,987695,74785.9
65807,328550,35216.09
214703,1054886,29931.27
49643,571969,70388.08
150345,11415,31167.63
260340,1058921,56402.43
164811,128655,42116.08
413373,1155274,75097.54
256193,43386,32706.18
45772,466190,62895.46
715653,488785,33626.17
171146,114833,29464.5
168893,1139652,27092.69
211283,1307772,29838.08
197249,828887,28695.41
81783,319591,63282.8
422532,12602,69389.44
64412,86008,31405.95
470301,1219889,59319.25
109257,158329,31890.39
126098,1009876,89601.75
143088,1458307,59512.14
557340,963275,27901.21
257051,1236580,34271.39
182946,1019015,33049.68
168383,947724,30004.07
65548,91247,77317.84
155742,1077154,34440.89
554572,646878,83451.92
217363,341924,46669.92
338918,254516,86031.08
84260,143933,31785.65
112828,1231707,29966.82
65228,1490485,42688.57
57345,1034248,64960.82
23344,1090819,35030.92
143935,376087,33102.8
114399,915222,63408.78
186992,1447076,38783.12
360311,185223,35412.88
225936,42310,96124.13
67174,110024,34518.88
236206,1123850,67194.58
124436,423404,102909.61
203645,1234412,35302.15
224320,143358,29350.26
1343866,2994,60434.12
487669,252060,34144.82
493952,108258,56615.31
422408,19363,28230.99
195306,91978,66030.18
93120,9465,73754.9
255590,1077699,30351.17
83635,1087654,34062.92
14039,306142,49440.74
67526,1274979,107324.44
208449,458777,58294.26
116417,1234089,30590.54
260336,256229,84338.2
177795,1030579,69778.17
320989,207210,78526.98
684934,126540,32354.99
23955,1062263,32456.47
290115,1157498,59910.94
74616,982615,29901.69
7583,455049,29293.18
779788,477746,28398.07
226824,395896,29006.7
50581,46773,80516.36
220797,1593446,50863.79
36883,1400179,54347.26
1065713,1214395,36112.07
801840,1046867,83279.39
504964,435449,30609.39
404714,1217306,57561.22
29278,607856,29598.71
142065,87859,51557.68
349473,1276880,50699.24
43895,1034824,29523.56
145098,1058645,62921.03
233325,592304,28509.36
659085,243269,40422.02
57357,1137048,87306.75
656825,1549483,30326.24
249399,234182,85518.7
349679,101375,25468.27
80594,1307772,28715.03
66679,253253,78836.36
80204,1549349,86011.27
151515,250726,96525.26
600275,1532496,62732.9
104914,1147056,30493.04
470148,74408,26460.84
131047,184448,84402.13
113064,944722,36206.1
90256,93236,39416.42
220436,1081260,80373.86
89947,1055283,64337.81
150885,192080,30498.01
303267,168374,29394.88
114399,54337,28865.63
470133,1194057,40805.28
715653,1062769,33782.23
83554,354620,54133.71
104147,261562,79405.97
540803,120673,29413.98
124442,200967,25654.86
49070,214297,97693.23
123356,1472602,28643.7
253897,968394,31630.64
71382,95514,34743.34
22019,1019011,60680.64
90053,1375552,35505.92
143386,43654,54642.23
43895,996985,71338.67
39896,961807,34053.17
899853,946353,67261.85
23305,1081134,30952.5
203064,962775,32299.11
211740,951555,31809.8
99038,291211,19177.14
688692,1509176,32450
200540,236818,100671.38
142829,560350,33642.44
143386,1104686,78543.8
1125122,731667,28202.26
714603,1359096,53544.68
49616,1254806,29430.91
109391,352554,31105.69
212067,41658,29602.46
157543,185496,27432.95
211153,619526,34341.67
395006,945758,28868.64
117290,973561,109016.3
484860,1026671,60427.9
187903,1018457,28798.21
199250,1268404,31273.44
224320,1026605,34279
104835,1443126,47887.08
395676,981592,34534.7
193655,1350484,38813.62
79895,101754,26466.1
62917,987325,60322.11
137957,188010,101285.91
160856,1517992,32906.21
135269,214663,31255.92
179141,201254,101028.16
61251,228561,25189.4
303257,1325061,29382.93
58577,957262,44712.58
381223,1104781,32577.19
786537,201881,29780.48
82580,947254,25138.65
442960,1088168,67714.33
82623,1030696,29830.8
126161,128257,74243.73
43654,235437,68293.81
51739,11415,34573.89
487669,6968,26191.81
180244,1026727,35241.17
71710,68399,31810.63
303694,192080,62018.22
158008,28529,24055.62
176602,945748,87282.81
190553,118137,32704.01
187290,1526562,28395.03
237051,419647,100524
193763,1101823,63443.41
150572,1136365,63445.81
774494,952230,30364.74
185692,1118378,78708.29
110173,28473,54413.17
55384,1180675,29206.65
81332,731667,22372.84
155973,972403,29311.99
179141,961757,43865.74
194415,463911,9981.72
114381,455427,29856.43
176476,32714,29017.74
417829,1207404,56708.57
87921,1094562,32852.09
174686,352554,29631.26
104914,26402,44936.49
303694,1054626,28538.76
37409,110679,30602.69
518019,1357307,34607.8
155589,1245834,26140.16
218455,1000513,52835.52
154906,95114,26451.27
1095218,117851,35338.89
635757,221554,97002.97
112717,202742,31672.12
240626,966918,31677.43
46388,282489,37010.36
232536,1297752,30959.52
52514,1178111,29262.53
93754,90053,31709.98
1161361,1389507,34421.67
43572,423404,23150.03
18129,154010,29673.57
177611,991988,37008.13
253002,1101689,66104.07
29318,1374024,29479.21
179141,1026220,34480.68
77238,20302,24567.37
413130,168403,33207.14
125359,53791,98190.52
137048,167647,23709.26
219041,1070258,30140.38
142149,156701,55000.36
269189,52229,37136.72
151154,1317451,73588.59
225794,1194057,31751.42
108064,100509,24527.79
144479,539620,26975.01
90053,546611,29341.06
171845,242886,24979.28
462552,609866,34581.15
109645,1120896,86019.07
24021,303201,35314.78
45626,978398,28733.32
203904,1053957,28655.82
350526,97117,52926.97
269473,946921,78491.04
309719,1239207,66302.15
224692,265917,31265.31
229317,1058645,90495.74
157426,1537860,25991.13
218555,210936,27611.44
222728,1250575,32249.15
245834,27000,63006.59
778664,185585,29696.32
110554,1231707,46353.19
104835,167647,84402.84
652831,1458307,30789.66
104914,1070258,45388.1
190349,828887,75891.81
11215,1276880,28230.21
197771,890964,30250.92
212484,1567947,58576.96
296386,1552025,28982.65
41680,1370820,26267.92
46156,1313687,30752.14
43825,961735,76275.01
171101,1526562,24561.12
349730,354620,27563.44
195723,1076567,69273.76
791586,165044,30040.26
148167,1031184,34532.63
511372,1163342,54268.95
62736,158329,34134.03
268603,43192,24794.52
141175,963718,38586.88
171582,29247,76933.7
57120,1000095,38975.02
80500,1030526,101415.34
59547,207309,34218.11
122075,1069731,30086.41
193498,947038,27450.79
161508,1005053,28949.48
148130,1001318,70379.55
260344,963184,32075.71
247088,946187,29531.86
24531,1201719,82705.38
7274,291211,62965.53
77730,1022833,61712.05
241662,1034428,62621.91
23305,1026985,63083.64
87859,963679,68098.05
101509,128580,28432.09
15132,1009655,35691.09
151154,1561194,59388.78
124346,241500,22379.47
129119,649611,23991.94
40136,95114,52259.34
183601,1243708,28453.7
935092,250726,51037.08
157426,1114961,33236.08
210662,1201589,32256.16
71462,212817,48780.39
223836,1387801,33745.43
154487,185585,63012.6
242317,210906,29983.35
149973,236441,23941.6
116334,1030577,30277.1
17333,139419,31720.42
129119,120330,18782.87
178030,454917,30004.7
32266,27447,34624.48
236326,32585,74061.13
365597,23064,29943.89
327466,300205,30894.05
191267,87859,104888.99
196428,924867,29368.64
80594,444998,52230.01
730518,1080199,28257.11
177795,79050,44027.37
165651,1250618,68575.55
6380,951602,35486.89
177611,32324,25651.72
43347,124289,33059.74
164539,981655,51216.28
268631,56791,24355.03
309563,204935,27876.46
130367,972376,62243.83
240892,967474,25249.25
212494,1101926,21004.19
207387,1549349,36901.85
581834,234402,36979.83
225272,264060,29668.37
85,1077699,35182.97
879631,249965,87185.49
18129,1310058,80238.02
35122,1047234,30890.76
22946,1139393,34936.33
80619,1579839,34006.04
30237,1390900,29463.87
658851,645214,61242.05
174946,1019011,35717.66
130367,43192,34189.35
76806,21878,26282.01
818795,1355865,35943.12
395676,364238,65183.32
782474,987325,31227.03
554572,206541,59463.09
79826,1498894,85919.35
64035,34739,67774.58
115077,1018305,32403.99
182357,799974,98152.9
143223,1026061,93661.85
259083,22813,24387.46
210028,3224,29253.09
166833,1104547,33460.05
181783,277477,25542.39
283717,47672,33622.87
122177,703842,35823.36
104835,1440514,84640.9
450998,978106,26874.6
211740,1261978,95487.25
218455,71382,50803.34
31787,736471,80684.86
413558,1201402,33874.55
229943,511574,19034.98
8576,1130767,40824.8
785178,1077370,75689.64
218081,132871,46210
144955,1399891,99911.31
216016,1294265,27300.54
200480,244972,31194.59
446804,1070190,29324.44
302937,34410,72219.51
1058957,180042,41050.84
101588,1276854,27962.68
21430,1587462,70431.78
77976,130058,41608.41
230820,355801,37007.68
26378,1039384,27240.02
198006,1287626,29585.27
71789,1427152,32526.3
18936,1196703,28158.51
470301,1076743,34786.79
55473,290390,31566.23
749643,977055,36127.13
14442,114692,60238.99
240892,59453,26406.33
94111,996563,66057.59
268857,101509,73354.92
49438,39881,62955.87
228977,167498,45514.25
84125,435449,75100.38
557340,1305787,27597.89
230820,1118008,51469.5
39245,448864,29183.65
238319,166981,37734.45
4635,1222188,31246.03
184672,32585,95182.06
473606,896709,33427.57
35122,38069,26413.33
219353,604882,70346.37
41135,1057860,77012.52
213976,87540,24724.79
180086,241225,77240.41
560643,963212,110024.83
823354,1422464,21720.94
268525,642766,29810.34
208355,148026,85657.52
234493,1190931,53338.68
928701,214663,26556.13
450796,20302,38624.89
12541,155200,27308.46
246641,131706,27378.33
226764,104091,26386.8
40955,1124544,63243.25
57345,564484,26948.1
160744,1014692,59653.56
241025,247331,31251.14
236326,794653,33125.73
108064,1026605,69614.25
1036985,165044,34262.75
458663,945841,40178.2
132531,340449,28492.03
125503,1001330,37713.08
160856,263153,39816.33
154487,264060,97101
33071,23077,32086.19
230891,116020,38353.48
349679,1307772,30015.08
344774,119352,77156.63
161508,1252957,26245.54
413373,455508,62613.66
145084,1030526,59858.95
18855,477183,25570.35
28413,203408,33244.35
115715,178352,30829.45
243796,976765,34749.05
120697,1139656,25525.85
654971,170812,33317.63
171101,1217926,22797.72
190349,961807,33768.01
124121,247331,35638.72
413373,1098634,21391.69
438595,1161039,31046.95
97076,93222,44715.04
82034,1158386,28749.63
44569,1370820,35426.25
648524,102117,29076.07
241962,187121,73987.41
113270,342762,106481.87
